lesson_id,module_id,stage_id,cefr_band,module_title,lesson_title,status,lesson_primary_outcome,lesson_secondary_outcome,grammar_function_primary,grammar_function_secondary,new_vocab_core,new_chunks_core,review_vocab_required,targets,lesson_quiz_focus,prereq_lessons,notes
M11-L006,M11,S3,B1,"Friends, Feelings, and Social Life","Reasons, Explanations, and Because",draft,Learner can give reasons more smoothly in social conversation.,Learner can recycle recent vocabulary while using cause-result link in short controlled output.,เพราะ / เลย / ก็เลย,cause-result link,เพราะ = because; เลย = so / therefore; ก็เลย = so then; เหตุผล = reason; ถ้า = if; เลยไม่ไป = so I did not go; เหมาะกับ = suit / fit; เข้ากัน = go well together,เพราะว่า... = because...; ก็เลยตัดสินใจ... = so I decided...; ไม่เหมาะกับฉัน = it does not suit me,สำหรับฉัน = for me; ส่วนตัว = personally; เห็นด้วย = agree; ไม่เห็นด้วย = disagree; ก็จริง = that's true; แต่ = but,Read everyday cause-and-result language in Thai.|Recognize how speakers justify opinions and decisions.|Explain your choice or feeling with a clear reason.|,Cause-and-result language for social explanation.,,Integration lesson. Fold prior vocabulary into short reading and speaking turns. spaced-review: เพราะ sense-shift: เลย
M11-L007,M11,S3,B1,"Friends, Feelings, and Social Life",Compliments and Positive Feedback,draft,Learner can give natural compliments and respond appropriately.,Learner can recycle recent vocabulary while using modest response strategies in short controlled output.,compliment language,modest response strategies,เก่ง = good / skilled; น่ารัก = cute / lovely; สวยจัง = so beautiful; หล่อ = handsome; เสียงดี = nice voice; เก่งมาก = very good; ขอบคุณนะ = thanks; ชม = compliment / praise,"วันนี้ดูดีมาก = you look great today; ขอบคุณนะ ดีใจจัง = thanks, that's sweet; ชมเกินไปแล้ว = you flatter me",ก็จริง = that's true; แต่ = but; เพราะ = because; เลย = so / therefore; ก็เลย = so then; เหตุผล = reason,Read common compliment formulas and responses.|Recognize positive-feedback language in casual social Thai.|Compliment someone naturally and respond modestly.|,Compliment and response language.,,Integration lesson. Push recall with slightly longer turns and lighter support.
M11-L008,M11,S3,B1,"Friends, Feelings, and Social Life",Dating-Safe Conversation and Boundaries,draft,Learner can handle light dating conversation while setting or respecting boundaries.,Learner can recycle recent vocabulary while using boundary language in short controlled output.,dating-safe small talk,boundary language,โสด = single; คุยกัน = talk / get to know each other; สนใจ = interested; สบายๆ = casual / relaxed; ขอเวลาหน่อย = need some time; ยังไม่พร้อม = not ready yet; เคารพ = respect; ขอบเขต = boundary,ขอคุยกันแบบสบายๆ = let's talk casually; ยังไม่พร้อมตอนนี้ = not ready right now; ขอบคุณที่เคารพขอบเขต = thanks for respecting the boundary,ก็เลย = so then; เหตุผล = reason; เก่ง = good / skilled; น่ารัก = cute / lovely; สวยจัง = so beautiful; หล่อ = handsome,"Read safe, respectful dating and boundary-setting phrases.|Recognize interest, hesitation, and boundary language in speech.|Keep a dating-related conversation polite and clear.|",Dating-safe language and boundary setting.,,"Listening lesson. Focus on recognition in connected, more natural speech."
M11-L009,M11,S3,B1,"Friends, Feelings, and Social Life",Planning a Social Event,draft,"Learner can plan a meal, outing, or celebration with friends.",Learner can recycle recent vocabulary while using social logistics in short controlled output.,group planning language,social logistics,ปาร์ตี้ = party; ฉลอง = celebrate; จองโต๊ะ = reserve a table; ชวน = invite; ยืนยันคน = confirm headcount; สถานที่ = venue; สะดวกวันไหน = which day works; ค่าใช้จ่าย = cost / expense,ชวนเพื่อนมาฉลอง = invite friends to celebrate; สะดวกวันไหนกันบ้าง = which day works for everyone?; หารค่าใช้จ่าย = split the cost,สวยจัง = so beautiful; หล่อ = handsome; โสด = single; คุยกัน = talk / get to know each other; สนใจ = interested; สบายๆ = casual / relaxed,"Read event-planning words and invitation logistics.|Recognize headcount, venue, and scheduling language in group chat style Thai.|Plan a simple social event with others.|",Social-planning language for gatherings and celebrations.,,Scenario production lesson. Require active use under realistic constraints.
M11-L010,M11,S3,B1,"Friends, Feelings, and Social Life",Module 11 Recap and Quiz,draft,"Learner can consolidate social Thai before moving into work, study, and essential services.",Learner can recycle recent vocabulary while using opinion and emotion retrieval in short controlled output.,mixed social review,opinion and emotion retrieval,ความสัมพันธ์ = relationship; อารมณ์ = emotion; ความคิดเห็น = opinion; คำชม = compliment; ขอบเขตส่วนตัว = personal boundary; นัดสังสรรค์ = social gathering; เห็นต่าง = disagree; รู้สึกยังไง = how do you feel,แสดงความคิดเห็นอย่างสุภาพ = express an opinion politely; อธิบายความรู้สึก = explain your feelings; วางแผนสังสรรค์กับเพื่อน = plan a social gathering with friends,สนใจ = interested; สบายๆ = casual / relaxed; ปาร์ตี้ = party; ฉลอง = celebrate; จองโต๊ะ = reserve a table; ชวน = invite,"Read mixed prompts about people, feelings, opinions, and events.|Recognize social and emotional Thai across lessons 1-9.|Complete short opinion, feeling, and planning tasks before the module quiz.|","Module-wide review of social relationships, feelings, opinions, and event planning.",,"Recap lesson. Consolidate the module, route into module quiz, and tag flashcards."
M12-L001,M12,S3,B1,"Work, Study, and Essential Services",Jobs and Workplace Roles,draft,"Learner can describe jobs, departments, and basic workplace responsibilities.",Learner can recycle recent vocabulary while using workplace description in short controlled output.,job-role nouns,workplace description,งาน = job / work; ตำแหน่ง = position; บริษัท = company; แผนก = department; หัวหน้า = boss; ลูกค้า = customer; หน้าที่ = duty; รับผิดชอบ = be responsible for,ทำงานบริษัท = work at a company; รับผิดชอบเรื่อง... = be responsible for ...; ตำแหน่งของฉันคือ... = my position is ...,โสด = single; คุยกัน = talk / get to know each other; ปาร์ตี้ = party; ฉลอง = celebrate; ความสัมพันธ์ = relationship; อารมณ์ = emotion,Read workplace nouns and job-description language.|Recognize role and department descriptions in spoken Thai.|Describe your work role and basic responsibilities.|,Job-role and responsibility language.,,Entry dialogue lesson. Seed the module's central real-world situation with high-utility chunks.
M12-L002,M12,S3,B1,"Work, Study, and Essential Services","Tasks, Schedules, and Deadlines",draft,"Learner can talk about tasks, schedules, and what must be finished.",Learner can recycle recent vocabulary while using deadline framing in short controlled output.,task language,deadline framing,งานด่วน = urgent work; ส่งงาน = submit work; กำหนดส่ง = deadline; ประชุม = meeting; เสร็จทัน = finish in time; เลื่อน = move / postpone; ตารางงาน = work schedule; คิว = queue / schedule,มีประชุมตอนบ่าย = there is a meeting in the afternoon; ส่งงานไม่ทัน = cannot submit on time; ดูตารางงานก่อน = check the schedule first,งาน = job / work; ตำแหน่ง = position; บริษัท = company; แผนก = department,Read deadline and schedule language in work contexts.|Recognize urgency and timing around tasks and meetings.|Explain what you need to do and when it is due.|,Task and deadline management language.,,Primary pattern lesson. Keep output controlled and highly scaffolded. spaced-review: เลื่อน
M12-L003,M12,S3,B1,"Work, Study, and Essential Services",Study and Classroom Interaction,draft,"Learner can handle study tasks, instructions, and classroom needs in Thai.",Learner can recycle recent vocabulary while using instruction language in short controlled output.,study-related nouns,instruction language,การบ้าน = homework; ข้อสอบ = exam; บทเรียน = lesson; แบบฝึกหัด = exercise; ส่งครู = submit to teacher; คะแนน = score; อธิบายเพิ่ม = explain more; ทบทวน = review,การบ้านส่งวันไหน = when is the homework due?; ช่วยอธิบายเพิ่มหน่อย = please explain a bit more; ขอทบทวนอีกครั้ง = I'd like to review again,บริษัท = company; แผนก = department; งานด่วน = urgent work; ส่งงาน = submit work; กำหนดส่ง = deadline; ประชุม = meeting,"Read classroom and study-support language in Thai.|Recognize instructions around homework, review, and tests.|Ask for help and manage study tasks more independently.|",Study-task and classroom-management language.,,Primary pattern lesson. Expand range while reusing lesson 1-2 vocabulary. spaced-review: ทบทวน
M12-L004,M12,S3,B1,"Work, Study, and Essential Services","Calls, Messages, and Work Coordination",draft,Learner can coordinate by phone or message about work or study logistics.,Learner can recycle recent vocabulary while using availability and callback language in short controlled output.,phone / message coordination,availability and callback language,โทรกลับ = call back; ฝากข้อความ = leave a message; ติดต่อกลับ = contact back; ไม่สะดวกคุย = not convenient to talk; ประชุมอยู่ = in a meeting; ส่งข้อความ = send a message; ยืนยันอีกที = confirm again; ด่วนไหม = is it urgent?,ตอนนี้ไม่สะดวกคุย = it is not convenient to talk now; เดี๋ยวโทรกลับ = I'll call back soon; ฝากข้อความไว้ได้ไหม = can you leave a message?,กำหนดส่ง = deadline; ประชุม = meeting; การบ้าน = homework; ข้อสอบ = exam; บทเรียน = lesson; แบบฝึกหัด = exercise,Read message and call-coordination language in Thai.|Recognize common phone-work phrases in natural speech.|Coordinate timing and callbacks politely.|,Phone and message coordination for work/study.,,Vocabulary system lesson. Widen usable lexicon without adding major new complexity.
M12-L005,M12,S3,B1,"Work, Study, and Essential Services",Banking and Payment Services,draft,Learner can handle common banking and payment-service interactions.,Learner can recycle recent vocabulary while using service request language in short controlled output.,banking nouns,service request language,ธนาคาร = bank; บัญชี = account; โอนเงิน = transfer money; ถอนเงิน = withdraw money; ฝากเงิน = deposit money; ค่าธรรมเนียม = fee; บัตรประชาชน = ID card; ลายเซ็น = signature,โอนเงินเข้าบัญชี = transfer money into the account; ค่าธรรมเนียมเท่าไร = how much is the fee?; ต้องใช้บัตรประชาชนไหม = do I need an ID card?,บทเรียน = lesson; แบบฝึกหัด = exercise; โทรกลับ = call back; ฝากข้อความ = leave a message; ติดต่อกลับ = contact back; ไม่สะดวกคุย = not convenient to talk,"Read banking and transaction language on forms or counters.|Recognize transfer, fee, and ID-related questions in service Thai.|Complete a basic banking-service request.|",Banking and payment-service Thai.,,Vocabulary system lesson. Contrast and sort related items for fast retrieval.
M12-L006,M12,S3,B1,"Work, Study, and Essential Services",Clinic and Pharmacy Thai,draft,Learner can explain basic symptoms and understand simple clinic or pharmacy questions.,Learner can recycle recent vocabulary while using service interaction at clinic/pharmacy in short controlled output.,health complaint language,service interaction at clinic/pharmacy,ปวดหัว = headache; เจ็บคอ = sore throat; มีไข้ = have a fever; ไอ = cough; ยา = medicine; แพ้ยา = allergic to medicine; กี่วันแล้ว = for how many days already; กินหลังอาหาร = take after food,ปวดหัวมาสองวันแล้ว = I have had a headache for two days; แพ้ยานี้ไหม = are you allergic to this medicine?; กินหลังอาหารวันละสองครั้ง = take it after meals twice a day,ติดต่อกลับ = contact back; ไม่สะดวกคุย = not convenient to talk; ธนาคาร = bank; บัญชี = account; โอนเงิน = transfer money; ถอนเงิน = withdraw money,Read common symptom and medicine instructions in Thai.|Recognize clinic and pharmacy questions around duration and allergy.|Describe simple symptoms and understand basic medicine instructions.|,Clinic and pharmacy interaction language.,,Integration lesson. Fold prior vocabulary into short reading and speaking turns.
M12-L007,M12,S3,B1,"Work, Study, and Essential Services",Housing and Utilities,draft,Learner can handle basic housing issues and utility needs.,Learner can recycle recent vocabulary while using problem description in short controlled output.,housing-service nouns,problem description,คอนโด = condo; ค่าเช่า = rent; ค่าน้ำ = water bill; ค่าไฟ = electric bill; อินเทอร์เน็ต = internet; สัญญา = contract; ชำรุด = broken / damaged; ซ่อม = repair,ค่าไฟเดือนนี้เท่าไร = how much is the electricity bill this month?; อินเทอร์เน็ตใช้ไม่ได้ = the internet is not working; ขอช่างมาซ่อม = please send someone to repair it,โอนเงิน = transfer money; ถอนเงิน = withdraw money; ปวดหัว = headache; เจ็บคอ = sore throat; มีไข้ = have a fever; ไอ = cough,"Read utility and housing-service vocabulary in Thai.|Recognize bills, rent, and repair language in service talk.|Report a housing or utility issue clearly.|","Housing, rent, and utility-management language.",,Integration lesson. Push recall with slightly longer turns and lighter support.
M12-L008,M12,S3,B1,"Work, Study, and Essential Services",Repairs and Complaints,draft,Learner can make a practical complaint and ask for a repair or solution.,Learner can recycle recent vocabulary while using service problem language in short controlled output.,complaint framing,service problem language,เสีย = broken; พัง = damaged / broken badly; แก้ไข = fix / correct; รอช่าง = wait for the technician; ช้าเกินไป = too slow; ผิดนัด = miss the appointment; ขอโทษในความไม่สะดวก = sorry for the inconvenience; รับเรื่อง = take the case / register the issue,ของเสียตั้งแต่เมื่อวาน = it has been broken since yesterday; ช่วยแก้ไขให้หน่อย = please help fix it; ช้าเกินไปแล้ว = it is too late / too slow already,มีไข้ = have a fever; ไอ = cough; คอนโด = condo; ค่าเช่า = rent; ค่าน้ำ = water bill; ค่าไฟ = electric bill,Read complaint and repair phrases used in service interactions.|Recognize apologetic service language and problem descriptions.|Report a problem and ask for action politely but clearly.|,Service complaints and repair requests.,,"Listening lesson. Focus on recognition in connected, more natural speech. spaced-review: แก้ไข"
M12-L009,M12,S3,B1,"Work, Study, and Essential Services",Service Scenario Day,draft,"Learner can manage a day involving work coordination, banking, clinic, and housing support.",Learner can recycle recent vocabulary while using problem resolution turns in short controlled output.,multi-service sequencing,problem resolution turns,คิวจอง = reserved slot; เอกสาร = document; สำเนา = copy; รับเรื่องแล้ว = issue registered; แจ้งล่วงหน้า = inform in advance; แก้ปัญหา = solve the problem; ตามเรื่อง = follow up; สะดุด = delayed / interrupted,ขอตามเรื่องหน่อย = I'd like to follow up; แจ้งล่วงหน้าแล้ว = I informed in advance; ช่วยแก้ปัญหาให้วันนี้ได้ไหม = can you solve it today?,ค่าน้ำ = water bill; ค่าไฟ = electric bill; เสีย = broken; พัง = damaged / broken badly; แก้ไข = fix / correct; รอช่าง = wait for the technician,Read cross-service vocabulary inside one practical scenario.|Follow a multi-stop service day with coordination and a problem.|Perform a longer work-and-services roleplay.|,"Integrated work, study, and essential-service scenario.",,Scenario production lesson. Require active use under realistic constraints.
M12-L010,M12,S3,B1,"Work, Study, and Essential Services",Module 12 Recap and Quiz,draft,"Learner can consolidate work, study, clinic, banking, housing, and repair Thai before moving into richer discourse.",Learner can recycle recent vocabulary while using functional retrieval in short controlled output.,mixed service review,functional retrieval,เรื่องงาน = work matter; เรื่องเรียน = study matter; เรื่องสุขภาพ = health matter; เรื่องบ้าน = housing matter; บริการ = service; ติดตามผล = follow up on results; ขั้นตอน = procedure; ปัญหาเร่งด่วน = urgent problem,อธิบายปัญหาให้ครบ = explain the problem fully; ติดตามผลอีกครั้ง = follow up again; ทำตามขั้นตอน = follow the procedure,แก้ไข = fix / correct; รอช่าง = wait for the technician; คิวจอง = reserved slot; เอกสาร = document; สำเนา = copy; รับเรื่องแล้ว = issue registered,"Read mixed prompts spanning work, study, health, banking, and housing.|Recognize a wide service vocabulary set across lessons 1-9.|Complete short practical service tasks before the module quiz.|","Module-wide review of work, study, and essential-service Thai.",,"Recap lesson. Consolidate the module, route into module quiz, and tag flashcards."
M13-L001,M13,S4,B1,"Narrating, Explaining, and Connecting Ideas",Sequencing Events Clearly,draft,Learner can organize spoken events in a clear and natural order.,Learner can recycle recent vocabulary while using narrative framing in short controlled output.,sequencing connectors,narrative framing,ตอนนั้น = at that time; ระหว่างนั้น = meanwhile; ก่อนหน้านั้น = before that; หลังจากนั้น = after that; ในที่สุด = in the end; ทันที = immediately; ทีละขั้น = step by step; ต่อเนื่อง = continuously; ลำดับ = sequence,ก่อนหน้านั้น... หลังจากนั้น... = before that... after that...; ในที่สุดก็... = in the end...; เล่าทีละขั้น = tell it step by step,เสีย = broken; พัง = damaged / broken badly; คิวจอง = reserved slot; เอกสาร = document; เรื่องงาน = work matter; เรื่องเรียน = study matter,Read high-frequency sequencing connectors inside longer statements.|Recognize temporal structure in extended spoken Thai.|Retell an event in a cleaner chronological sequence.|,Sequence management for longer narration.,,Entry dialogue lesson. Seed the module's central real-world situation with high-utility chunks. spaced-review: หลังจากนั้น spaced-review: ต่อเนื่อง
M13-L002,M13,S4,B1,"Narrating, Explaining, and Connecting Ideas",Cause and Effect,draft,Learner can explain why something happened and what resulted from it.,Learner can recycle recent vocabulary while using cause-result structure in short controlled output.,เพราะ / จึง / เลย,cause-result structure,สาเหตุ = cause; ผลลัพธ์ = result; จึง = therefore; ส่งผลให้ = result in; เนื่องจาก = due to; เพราะฉะนั้น = therefore / so; กระทบ = affect; ตัดสินใจ = decide; เปลี่ยนแปลง = change,เนื่องจากฝนตก = due to the rain; เพราะฉะนั้นจึง... = therefore...; ส่งผลให้แผนเปลี่ยน = as a result the plan changed,ตอนนั้น = at that time; ระหว่างนั้น = meanwhile; ก่อนหน้านั้น = before that; หลังจากนั้น = after that,Read more formal and conversational cause-effect markers.|Recognize stronger causal logic in spoken explanation.|Explain a decision or event with clearer cause and result.|,Cause-effect explanation beyond beginner because/so.,,Primary pattern lesson. Keep output controlled and highly scaffolded.
M13-L003,M13,S4,B1,"Narrating, Explaining, and Connecting Ideas",Contrast and Concession,draft,Learner can contrast two ideas and acknowledge exceptions more naturally.,Learner can recycle recent vocabulary while using contrastive framing in short controlled output.,แต่ / อย่างไรก็ตาม / แม้ว่า,contrastive framing,อย่างไรก็ตาม = however; แม้ว่า = although; ในขณะที่ = while / whereas; ตรงกันข้าม = in contrast; ข้อดี = advantage; ข้อเสีย = disadvantage; โดยรวม = overall; ต่างกันมาก = very different; คล้ายกัน = similar,"แม้ว่า...แต่... = although... but...; อย่างไรก็ตาม โดยรวมแล้ว... = however, overall...; มีข้อดีข้อเสีย = has pros and cons",ก่อนหน้านั้น = before that; หลังจากนั้น = after that; สาเหตุ = cause; ผลลัพธ์ = result; จึง = therefore; ส่งผลให้ = result in,Read contrastive discourse markers and evaluative nouns.|Recognize when speakers introduce a contrast or concession.|Compare two options or situations with more nuance.|,Contrast and concession for richer explanation.,,Primary pattern lesson. Expand range while reusing lesson 1-2 vocabulary.
M13-L004,M13,S4,B1,"Narrating, Explaining, and Connecting Ideas",Relative Clauses with ที่,draft,"You can modify a noun with a full clause using ที่ ('the one that / who...'), so your sentences stop needing to restart.",You can drop ที่ in headless contexts ('ที่พูดไทยเก่ง = the one who speaks Thai well') when the noun is understood.,restrictive relative clauses with ที่,headless ที่-clauses and clause-internal subject/object role,ตัวอย่าง = example; เช่น = for example; โดยเฉพาะ = especially; รายละเอียด = detail; กรณี = case; หลายอย่าง = many things; บางส่วน = some parts; ชัดเจน = clear; อธิบายเพิ่ม = expand / explain more; ที่ = that / which (relative); ซึ่ง = which / who (formal relative),ยกตัวอย่างเช่น... = for example...; โดยเฉพาะเรื่อง... = especially regarding...; อธิบายรายละเอียดเพิ่ม = add more detail,จึง = therefore; ส่งผลให้ = result in; อย่างไรก็ตาม = however; แม้ว่า = although; ในขณะที่ = while / whereas; ตรงกันข้าม = in contrast,Read example markers and detail-expansion language.|Recognize when a speaker is moving from a main point to an example.|Back up a claim with one or two concrete examples.|,join 10 short sentences into one using ที่; 4 headless-ที่ response drills,,Vocabulary system lesson. Widen usable lexicon without adding major new complexity. spaced-review: อธิบายเพิ่ม spaced-review: ที่. spaced-review: ที่. W2a-shell: old 'Giving Examples and Details' (examples/details content merged into M13-L006 Supporting an Opinion as secondary)
M13-L005,M13,S4,B1,"Narrating, Explaining, and Connecting Ideas",Passive with ถูก and โดน,draft,"You can report events where you are the recipient, using ถูก (neutral / formal) and โดน (unfortunate / colloquial).",You can pick ถูก vs โดน correctly for 8 everyday scenarios and avoid defaulting to active voice.,passive constructions ถูก / โดน + verb,register contrast between ถูก and โดน,ข่าว = news; ข้อมูล = information; ได้ยินว่า = I heard that; อ่านมาว่า = I read that; สรุป = summarize; ประเด็น = main point / issue; ล่าสุด = latest; ที่สำคัญ = importantly; โดยสรุป = in summary; ถูก = passive marker (neutral); โดน = passive marker (negative/unfortunate),ได้ยินมาว่า... = I heard that...; ประเด็นสำคัญคือ... = the key point is...; โดยสรุปแล้ว... = in summary...,ในขณะที่ = while / whereas; ตรงกันข้าม = in contrast; ตัวอย่าง = example; เช่น = for example; โดยเฉพาะ = especially; รายละเอียด = detail,Read summary and reported-information markers.|Recognize indirect reporting and summary language in speech.|Retell a short piece of information in your own Thai.|,rewrite 8 active prompts as ถูก / โดน passives; 4 register-choice drills,,Vocabulary system lesson. Contrast and sort related items for fast retrieval. spaced-review: ข่าว spaced-review: สรุป sense-shift: ถูก. sense-shift: ถูก. W2a-shell: old 'Retelling News or Information' retained as example corpus for passive drills (report-style news headlines naturally use ถูก)
M13-L006,M13,S4,B1,"Narrating, Explaining, and Connecting Ideas",Causatives with ให้ and ทำให้,draft,You can make someone do something (ให้ + person + verb) and make something happen (ทำให้ + result).,You can distinguish ให้ 'let / permit' from ให้ 'cause' from the non-causative 'give' meaning.,causative constructions ให้ / ทำให้,the three senses of ให้ (give / permit / cause),มุมมอง = viewpoint; เหตุผลหลัก = main reason; หลักฐาน = evidence; เชื่อว่า = believe that; คุ้มค่า = worth it; มีประโยชน์ = useful; เหมาะสม = appropriate; น่าเชื่อถือ = credible; ชัดกว่า = clearer,เหตุผลหลักคือ... = the main reason is...; ฉันเชื่อว่า...เพราะ... = I believe that... because...; มีประโยชน์มากกว่า = more useful,โดยเฉพาะ = especially; รายละเอียด = detail; ข่าว = news; ข้อมูล = information; ได้ยินว่า = I heard that; อ่านมาว่า = I read that,Read language for supporting rather than just stating an opinion.|Recognize when a speaker is building an argument.|Give a supported opinion on a familiar topic.|,build 10 causative sentences from prompts; 4 sense-disambiguation drills on ให้,,Integration lesson. Fold prior vocabulary into short reading and speaking turns. W2a-shell: old 'Supporting an Opinion' folded into M13-L004 as secondary outcome (examples+details now carries the opinion scaffold)
M13-L007,M13,S4,B1,"Narrating, Explaining, and Connecting Ideas",Resultatives: Verbs of Outcome,draft,"You can attach a result verb to an action verb (กินหมด / ทำเสร็จ / หาเจอ / ฟังออก) to say whether it succeeded, completed, or found its target.","You can negate resultatives correctly with ไม่ placed before the result verb, not the main verb.",resultative verb compounds (V + หมด / เสร็จ / เจอ / ออก / ไหว / ถึง),negation of resultatives with ไม่,น่าจะ = probably / should; คง = probably / likely; อาจ = may; บางที = perhaps; ดูเหมือน = seems like; เท่าที่รู้ = as far as I know; ประมาณว่า = roughly / kind of; ไม่แน่เสมอไป = not always; ขึ้นอยู่กับ = depends on,เท่าที่รู้... = as far as I know...; ก็น่าจะ... = it probably...; ขึ้นอยู่กับสถานการณ์ = it depends on the situation,ได้ยินว่า = I heard that; อ่านมาว่า = I read that; มุมมอง = viewpoint; เหตุผลหลัก = main reason; หลักฐาน = evidence; เชื่อว่า = believe that,"Read common hedging and uncertainty markers.|Recognize less absolute, more tactful Thai in discussion.|Soften a claim when you are not fully certain or want tact.|",pair 10 action verbs with the correct result verb; 4 negation drills,,Integration lesson. Push recall with slightly longer turns and lighter support. W2a-shell: old 'Softening and Hedging' moved to M13-L008 (hedging naturally slots next to the M13-L009 personal-story recap)
M13-L008,M13,S4,B1,"Narrating, Explaining, and Connecting Ideas",Longer Listening and Note Capture,draft,Learner can follow a longer Thai explanation and pull out the main points.,Learner can recycle recent vocabulary while using note-capture language in short controlled output.,listening for structure,note-capture language,ใจความ = main idea; หัวข้อ = topic; สังเกต = notice; จดประเด็น = note key points; ประเด็นย่อย = sub-point; เชื่อมโยง = connect; อธิบายยาว = extended explanation; สรุปใจความ = summarize the gist; ตกหล่น = left out / missing,จดประเด็นสำคัญ = note the key points; สรุปใจความให้ได้ = be able to summarize the gist; มีอะไรตกหล่นไหม = did anything get left out?,หลักฐาน = evidence; เชื่อว่า = believe that; น่าจะ = probably / should; คง = probably / likely; อาจ = may; บางที = perhaps,Read note-taking and summary language around listening tasks.|Recognize the internal structure of a longer spoken explanation.|Capture the gist and two or three supporting points.|,Listening for structure and note-worthy points.,,"Listening lesson. Focus on recognition in connected, more natural speech."
M13-L009,M13,S4,B1,"Narrating, Explaining, and Connecting Ideas",Explain and Narrate a Full Scenario,draft,"Learner can combine narration, explanation, reasons, and opinion in one longer scenario.",Learner can recycle recent vocabulary while using extended turn management in short controlled output.,integrated discourse control,extended turn management,สถานการณ์ = situation; มองว่า = see / view as; เกี่ยวข้อง = related; ผลกระทบ = impact; ตัดสินใจครั้งสุดท้าย = final decision; ระบุ = specify; เชื่อมกับ = connect with; มองภาพรวม = see the big picture; สมเหตุสมผล = reasonable,มองภาพรวมก่อน = look at the big picture first; ผลกระทบที่เกิดขึ้นคือ... = the impact was...; การตัดสินใจครั้งสุดท้ายคือ... = the final decision was...,อาจ = may; บางที = perhaps; ใจความ = main idea; หัวข้อ = topic; สังเกต = notice; จดประเด็น = note key points,"Read integrated discourse vocabulary inside a longer task prompt.|Follow a longer scenario that mixes story, explanation, and viewpoint.|Produce an extended response with clearer structure and logic.|",Integrated narration and explanation performance.,,Scenario production lesson. Require active use under realistic constraints.
M13-L010,M13,S4,B1,"Narrating, Explaining, and Connecting Ideas",Module 13 Recap and Quiz,draft,Learner can consolidate discourse-building tools before moving into problems and emergencies.,Learner can recycle recent vocabulary while using argument and story retrieval in short controlled output.,mixed discourse review,argument and story retrieval,เชื่อมประโยค = link sentences; เหตุและผล = cause and effect; เปรียบเทียบ = compare; ยกตัวอย่าง = give an example; สรุปความ = summarize; ให้เหตุผล = give reasons; น้ำหนักความเห็น = strength of opinion; โครงเรื่อง = story structure; เชื่อมโยงข้อมูล = connect information,เชื่อมประโยคให้ลื่น = link the sentences smoothly; สรุปแล้วให้เหตุผล = summarize and give reasons; ยกตัวอย่างประกอบ = support with examples,สังเกต = notice; จดประเด็น = note key points; สถานการณ์ = situation; มองว่า = see / view as; เกี่ยวข้อง = related; ผลกระทบ = impact,"Read mixed prompts focused on discourse structure.|Recognize sequencing, cause, contrast, examples, and summary language together.|Complete short discourse-building tasks before the module quiz.|","Module-wide review of narration, explanation, and idea linking.",,"Recap lesson. Consolidate the module, route into module quiz, and tag flashcards."
M14-L001,M14,S4,B1-B2,"Problems, Complaints, and Emergencies",Symptoms and Health Problems,draft,Learner can describe symptoms with more detail and respond to basic health questions.,Learner can recycle recent vocabulary while using duration and severity in short controlled output.,symptom detail,duration and severity,เวียนหัว = dizzy; คลื่นไส้ = nauseous; ปวดท้อง = stomachache; หายใจลำบาก = difficulty breathing; รุนแรง = serious; เล็กน้อย = slight; เป็นมานาน = have had it for a while; อาการ = symptom; ทรุดลง = get worse,อาการหนักขึ้น = the symptoms got worse; เป็นมาสองสามวันแล้ว = it has been like this for a few days; หายใจลำบากนิดหน่อย = having a bit of trouble breathing,ใจความ = main idea; หัวข้อ = topic; สถานการณ์ = situation; มองว่า = see / view as; เชื่อมประโยค = link sentences; เหตุและผล = cause and effect,Read more detailed symptom and severity language.|Recognize how Thai speakers describe duration and seriousness of a health issue.|Explain a health problem with clearer detail.|,Expanded symptom description and severity language.,,Entry dialogue lesson. Seed the module's central real-world situation with high-utility chunks.
M14-L002,M14,S4,B1-B2,"Problems, Complaints, and Emergencies",Accidents and Injuries,draft,Learner can explain a minor accident or injury and ask for help.,Learner can recycle recent vocabulary while using injury nouns in short controlled output.,accident narration,injury nouns,อุบัติเหตุ = accident; ล้ม = fall down; ชน = crash / hit; แผล = wound; เลือด = blood; บวม = swollen; ฟกช้ำ = bruised; เรียกรถพยาบาล = call an ambulance; ช่วยด้วย = help!,ล้มแล้วเจ็บขา = I fell and hurt my leg; มีแผลตรงนี้ = there is a wound here; ช่วยเรียกรถพยาบาล = please call an ambulance,เวียนหัว = dizzy; คลื่นไส้ = nauseous; ปวดท้อง = stomachache; หายใจลำบาก = difficulty breathing,Read accident and injury language in Thai.|Recognize emergency help requests and injury descriptions.|Describe an accident and ask for urgent help.|,Accident narration and injury response language.,,Primary pattern lesson. Keep output controlled and highly scaffolded.
